NOMBRE;DIRECCION;TELEFONOS;HORARIOS;TIPO_SERVICIO;X;Y
Agencia de Quinielas 94/011;Fernandez Crespo, Av. Daniel 1714;095311430;Horario de atención del local;Recarga;575180.454828719;6137857.12700849
Agencia de Quinielas 47/042;Masini, Ramon 3277;27089439;Horario de atención del local;Recarga;577697.852716701;6136540.59315362
Agencia de Quinielas 55/026;Riquet, Ing. Benito 151;098616562;Horario de atención del local;Recarga;571105.512455899;6142434.78164143
Agencia de Quinielas 05/029;O'Higgins, Cno. 9522 Bis;095987280;Horario de atención del local;Recarga;560161.272034156;6144869.48088043
Agencia de Quinielas 28/001;Romero, Emilio 400;094012690;Horario de atención del local;Recarga;570971.881864135;6141800.33848529
Agencia de Quinielas 36/007;Carrasco, Camino 4986;25244520;Horario de atención del local;Recarga;581368.466913378;6140958.28448298
Agencia de Quinielas 36/006;Gallinal, Dr. Alejandro 2448;092500251;Horario de atención del local;Recarga;581337.663638772;6140814.26775151
Agencia de Quinielas 54/017;Paes 2291;095054798;Horario de atención del local;Recarga;580052.358927318;6140838.2362393
Agencia de Quinielas 60/005;Arangua 4646 Bis;23572015;Horario de atención del local;Recarga;572488.142983849;6145248.22982524
Agencia De Quinielas 28/020;May, Dr. Jose 5456;22188715;Horario de atención del local;Recarga;575255.535353553;6145342.16836261
Agencia De Quinielas 89/033;Pasaje J 1736 Bis;095923888;Horario de atención del local;Recarga;570204.361311192;6147839.82989956
Agencia de Quinielas 07/020;Maldonado 996;29030201;Horario de atención del local;Recarga;573576.709098122;6136645.6579125
Agencia de Quinielas 10/002;Av. 8 De Octubre 3990;25087444;Horario de atención del local;Recarga;578954.937552688;6140761.69959849
Agencia de Quinielas 26/005;De Mendoza, Av Pedro 5404;22222604;Horario de atención del local;Recarga;576695.529654867;6148193.69125343
Agencia de Quinielas 68/024;Melian Lafinur, Dr. Luis 2102;22007682;Horario de atención del local;Recarga;575770.92802735;6140597.28464653
Agencia de Quinielas 73/030;Timbues 3571;96767457;Horario de atención del local;Recarga;577798.577356919;6144625.5732901
Agencia de Quinielas 39/018;Cruz Del Sur, Cno. 3774 Bis;095965818;Horario de atención del local;Recarga;579835.715589422;6148104.14885918
Agencia de Quinielas 45/014;Chapicuy 3839;22150618;Horario de atención del local;Recarga;577577.112514565;6144312.92169099
Agencia de Quinielas 76/000;Ejido 1520;29001313;Horario de atención del local;Recarga;574262.126135504;6137482.00285264
La Ochaba;De Herrera, Av. Dr. L. A. 4495;23363627;Horario de atención del local;Recarga;573510.465265476;6142414.69447101
Agencia de Quinielas 10/040;Minas 1479;24083573;Horario de atención del local;Recarga;574821.277373969;6137389.16560058
Agencia de Quinielas 20/000;Rivera, Av. Gral. 3475;26225650;Horario de atención del local;Recarga;578637.968222908;6137561.9965243
Agencia de Quinielas 30/013;Ceres 4160;22224333;Horario de atención del local;Recarga;578923.939923697;6150464.55092131
Agencia de Quinielas 55/000;Vazquez 1468;24011521;Horario de atención del local;Recarga;574556.203271943;6137331.32989197
Agencia de Quinielas 88/016;Millan, Av. 4147;23074530 ;Horario de atención del local;Recarga;573275.347070471;6143319.11780253
Agencia de Quinielas 33/033;Cerrito 115;29165015;Horario de atención del local;Recarga;571834.205801599;6136926.23734899
Agencia de Quinielas 83/024;Garibaldi, Av. Gral. 2757 Bis;24876464;Horario de atención del local;Recarga;576788.011288673;6138883.52191802
Agencia de Quinielas 45/017;Belloni, Av. Jose  Esq. De Las Instruccion;22219965;Horario de atención del local;Recarga;579044.9420754;6150830.71678233
Agencia de Quinielas 58/004;Carrara, Juan 3391;25112358;Horario de atención del local;Recarga;578335.994586577;6143246.87535708
Agencia de Quinielas 30/046;Belloni, Av. Jose 6690;22200737;Horario de atención del local;Recarga;578936.101386537;6151411.68434936
Agencia de Quinielas 89/030;Tosti 4638;23577251;Horario de atención del local;Recarga;572663.574242475;6145599.29392969
Agencia de Quinielas 29/024;Rondeau, Av. Gral. Jose 2386;29242752;Horario de atención del local;Recarga;573716.18633298;6139238.94396317
Agencia de Quinielas 29/044;San Ramon 6;22276655;Horario de atención del local;Recarga;576602.607363273;6146486.20239825
Agencia de Quinielas 18/008;Roletti, Gral. Julio Amadeo 3333;094222860;Horario de atención del local;Recarga;577406.694214864;6140387.41100453
Agencia de Quinielas 75/025;Fauquet, Cno. 7097;095765296;Horario de atención del local;Recarga;569267.170722163;6149710.21861064
Agencia de Quinielas 52/002;De Mendoza, Av Pedro;098150976;Horario de atención del local;Recarga;576694.070899198;6148117.62290944
Agencia de Quinielas 38/016;Garcia, Serafin J. 3925;25137467;Horario de atención del local;Recarga;581861.615991537;6147083.38200286
Agencia de Quinielas 19/043;Anador, Av. Ramon 3668;097700064;Horario de atenciÃ³n del local;Recarga;578954.805577963;6138383.41725358
Agencia de Quinielas 10/026;Av. 18 De Julio 1334;29027089;Horario de atención del local;Recarga;574248.325207513;6137110.02647539
Agencia de Quinielas 26/012;Fernandez Crespo, Av. Daniel 2177;29247530;Horario de atención del local;Recarga;574528.910834365;6138433.84325737
Agencia de Quinielas 32/001;Yatay 1437;094459883;Horario de atención del local;Recarga;574233.992566388;6139037.34767501
Agencia de Quinielas 19/040;Mena 4401;23089323;Horario de atención del local;Recarga;572131.719564641;6142951.33720579
Agencia de Quinielas 35/009;Carreras Nacionales 3648;25145339;Horario de atención del local;Recarga;577897.694290819;6143484.17838933
Agencia de Quinielas 68/048;San Jose 1043;29082640;Horario de atención del local;Recarga;573651.732821448;6136988.08484054
Agencia de Quinielas 85/023;Vigodet, Gdor. 2672;094071190;Horario de atención del local;Recarga;579544.856722215;6142024.92246947
Agencia de Quinielas 93/001;Castriz, Ramon 2591;094759450;Horario de atención del local;Recarga;579280.11373803;6141338.15534376
Agencia de Quinielas 51/023;Penco, Jose Maria. 3562;22011015;Horario de atención del local;Recarga;575322.891459999;6142065.7069164
Agencia De Quinielas 09/000;Av. 8 De Octubre 3468;25089441;Horario de atención del local;Recarga;578001.184660958;6140090.46085097
Agencia De Quinielas 10/002;Av. 8 De Octubre 3990;25087444;Horario de atención del local;Recarga;578954.937552688;6140761.69959849
Agencia De Quinielas 73/091;Av. 8 De Octubre 3758;29009290;Horario de atención del local;Recarga;578559.589836739;6140470.75390938
Agencia De Quinielas 04/030;Paz Aguirre, Eduardo. 2134;23126792;Horario de atención del local;Recarga;567855.255817756;6144841.17439548
Agencia De Quinielas 68/000;Rio Negro 1341;29087414;Horario de atención del local;Recarga;573663.420644051;6137055.31035779
Agencia De Quinielas 70/008;Paraguay 1315;29030796;Horario de atención del local;Recarga;573765.929131616;6137020.99074469
Agencia De Quinielas 93/004;Gronardo 3168;25141881;Horario de atención del local;Recarga;578821.905956967;6143030.87893667
Agencia De Quinielas 10/027;Ituzaingo 1433;29158019;Horario de atención del local;Recarga;572671.834661671;6137111.92987427
Agencia De Quinielas 12/000;Zabala 1384;29152166;Horario de atención del local;Recarga;572439.282852608;6136923.79405337
Agencia De Quinielas 15/036;Camambu 4195;23058124;Horario de atención del local;Recarga;569649.387373548;6140915.93991823
Agencia De Quinielas 55/001;Ejido 1000;29019246;Horario de atención del local;Recarga;574361.554497606;6136371.80514323
Agencia de Quinielas 20/021;Oribe, Bvar. Presidente 1694;26232814;Horario de atención del local;Recarga;579183.839124308;6138377.00194531
Agencia de Quinielas 54/014;Alferez Real 2670;25079072;Horario de atención del local;Recarga;579450.090109283;6141828.3312335
Agencia de Quinielas 39/016;Melendez, Manuel 4200;091833651;Horario de atención del local;Recarga;576472.424885393;6142994.99870099
Agencia de Quinielas 43/021;Uruguayana 3655;23080214  ;Horario de atención del local;Recarga;571995.102808501;6141435.02087298
Agencia de Quinielas 59/011;Verdi 4237;095571469;Horario de atención del local;Recarga;580279.933671815;6138053.25088022
Agencia de Quinielas 41/000;Legrand, Enrique 4864;26192363;Horario de atención del local;Recarga;581945.421718064;6138976.98854663
Agencia de Quinielas 39/009;Lomas De Zamora 2753;094529387;Horario de atención del local;Recarga;562573.273107902;6146374.45847009
Agencia de Quinielas 43/006;Ramirez, Av. Dr. C. Ma. 179;23041585;Horario de atención del local;Recarga;570874.444186885;6142545.70113895
Agencia de Quinielas 59/025;26 De Marzo 1366;27088184;Horario de atención del local;Recarga;578005.721203153;6136838.41904116
Agencia de Quinielas 55/042;Lamartine 1469;23595022;Horario de atención del local;Recarga;571821.308018194;6146379.81176309
Agencia de Quinielas 35/033;Blanco, Juan Benito 635;27103672;Horario de atención del local;Recarga;577500.633265241;6135444.62154446
Agencia de Quinielas 25/010;Colonia 2149;099704896;Horario de atención del local;Recarga;575882.201788581;6137945.27104242
Agencia de Quinielas 69/012;Beranger Juan 2434;26009145;Horario de atención del local;Recarga;584645.000752815;6140618.04497963
Agencia de Quinielas 93/002;Saravia, Bvar. Aparicio 3411 Bis;25140147;Horario de atención del local;Recarga;580113.282523471;6145383.20595506
Agencia de Quinielas 06/045;Galicia;29086712;Horario de atención del local;Recarga;573264.90480859;6137696.21681445
Agencia de Quinielas 85/036;Corrales, Cno. 2855;25088511;Horario de atención del local;Recarga;578676.858104026;6141822.36104191
Agencia de Quinielas 56/024;Piratas 4861;23032829;Horario de atención del local;Recarga;569658.480434594;6143146.02941695
Agencia de Quinielas 85/029;Requena, Dr. Joaquin 3096;098102484;Horario de atención del local;Recarga;575509.95627421;6140993.59816461
Agencia de Quinielas 39/030;Italia, Av. 3563;098884592;Horario de atención del local;Recarga;578843.711150116;6139213.51439735
Agencia De Quinielas 60/007;Herrera Y Obes, Julio  Esq. Colonia;099105675;Horario de atención del local;Recarga;573550.204107853;6137201.06398579
Agencia De Quinielas 10/035;Muñoz, Daniel 2200;24097620;Horario de atención del local;Recarga;575834.994218051;6138158.71285206
Agencia De Quinielas 50/034;Flores, Av. Gral. 4012;22116770;Horario de atención del local;Recarga;576500.657435873;6142598.60899485
Agencia De Quinielas 90/008;Batlle Y Ordoñez, Br. Jose 5550;23593312;Horario de atención del local;Recarga;573112.557107452;6144562.54464283
Agencia de Quinielas 31/013;Cabal, Juan 2291;24877218;Horario de atención del local;Recarga;576573.242315755;6140269.09500165
Agencia de Quinielas 67/030;Arenal Grande 2429;22010348;Horario de atención del local;Recarga;575042.542085233;6139469.2746334
Agencia de Quinielas 80/035;Republica Argentina 1848;23135881;Horario de atención del local;Recarga;568400.53619068;6138820.29258748
Agencia De Quinielas 57/000;Lavalleja, Liber.Brig.Gral. 1945;29240393;Horario de atención del local;Recarga;574073.896605098;6138282.15933944
Agencia De Quinielas 73/000;Flores, Av. Gral. 2422;22002361;Horario de atención del local;Recarga;574681.135526006;6139630.7140305
Agencia De Quinielas 85/010;Iraola, Dr. Jose 4867;22154451;Horario de atención del local;Recarga;576554.699559504;6144658.3341024
Agencia De Quinielas 90/014;Gomez, Gral. Leandro 4615;2169970;Horario de atención del local;Recarga;576684.828072154;6145260.68142973
Agencia de Quinielas 05/041;Cantares Gallego 4542;23057727;Horario de atención del local;Recarga;572126.326170533;6144136.61029935
Agencia de Quinielas 12/005;Millan, Av. 4570;094463794;Horario de atención del local;Recarga;572159.1484908;6144333.76089424
Agencia de Quinielas 56/002;Abrevadero 5620;23203168;Horario de atención del local;Recarga;570975.857916908;6152153.8843892
Agencia de Quinielas 90/005;Galicia ;29085443;Horario de atención del local;Recarga;573362.543847045;6137691.66358381
Agencia De Quinielas 42/045;Belloni, Av. Jose 4402;22220648;Horario de atención del local;Recarga;578647.956933677;6146308.08578347
Agencia de Quinielas 25/005;Ponsonby, Lord 0000;098963177;Horario de atención del local;Recarga;576516.918742717;6138003.53410738
Agencia De Quinielas 09/010;Abipones 5835;25137023;Horario de atención del local;Recarga;580179.331951308;6144632.68114518
Agencia De Quinielas 18/010;Sierra, Santiago 3858;22114629;Horario de atención del local;Recarga;575461.096443665;6142885.37855524
Agencia de Quinielas 68/026;Saravia, Bvar. Aparicio 3303;25120444;Horario de atención del local;Recarga;580535.000297964;6145658.77469845
Agencia De Quinielas 02/000;Anador, Av. Ramon 3410;26287161;Horario de atención del local;Recarga;578308.980758784;6138207.30160488
Agencia De Quinielas 40/014;Hermano Damasceno 1673;24018287;Horario de atención del local;Recarga;574466.668870697;6137657.56733443
Agencia De Quinielas 93/042;De Medina, Felix ;25224765;Horario de atención del local;Recarga;580815.242745682;6140529.75780465
Agencia de Quinielas 07/005;Galeano, Cno. Tte. Alberto  Bis;097051749;Horario de atención del local;Recarga;576162.634281654;6145389.35695315
Agencia de Quinielas 30/009;Rodriguez, Gral. Martin 4306;22166904;Horario de atención del local;Recarga;575565.586747753;6143782.84826184
Agencia de Quinielas 62/000;Artigas, Bvar. 3528;22091019;Horario de atención del local;Recarga;574987.566272881;6141014.30415382
Agencia de Quinielas 62/004;San Martin, Av. Gral. 3083;22083616;Horario de atención del local;Recarga;574774.989155102;6141107.53893023
Agencia de Quinielas 62/008;San Martin, Av. Gral. 3222;22053697;Horario de atención del local;Recarga;574934.332471408;6141445.6064879
Agencia De Quinielas 10/031;Av. 18 De Julio 1927;24002897;Horario de atención del local;Recarga;575402.200810052;6137589.01707651
Agencia De Quinielas 65/000;Av. 18 De Julio 2013;24098130;Horario de atención del local;Recarga;575611.706543907;6137687.65779666
Agencia de Quinielas 05/091;Castro, Cno. 253;23059964;Horario de atención del local;Recarga;572101.323400384;6142724.99937175
Agencia de Quinielas 32/091;Agraciada, Av. 2329;29241075;Horario de atención del local;Recarga;574126.992215664;6139016.14473468
Agencia de Quinielas 70/001;Brasil, Av. 3086;27099586;Horario de atención del local;Recarga;577671.312350603;6136191.01843067
Agencia de Quinielas 83/008;Anaya, Carlos 2839 Bis;24860625;Horario de atención del local;Recarga;576693.308527095;6139403.57821478
Agencia de Quinielas 04/025;Robinson 3410;22116090;Horario de atención del local;Recarga;118098733363904000000000000000000000;-106282636608249000000000000000000000000000
Agencia de Quinielas 32/002;Maestra Elena Quinteros 0;095715407;Horario de atención del local;Recarga;569849.635690658;6146301.54260765
Agencia de Quinielas 03/002;Pereda, Gral. Enrique 1546;22044712 ;Horario de atención del local;Recarga;574141.363442124;6141660.44937113
Agencia de Quinielas 21/012;Aconcagua 5053;26192447 ;Horario de atención del local;Recarga;582288.601844328;6138247.79513435
Agencia de Quinielas 46/000;Av. 18 De Julio 975;29083970;Horario de atención del local;Recarga;573458.896045654;6137060.39330938
Agencia de Quinielas 52/006;Galatea 3002;098805214 ;Horario de atención del local;Recarga;576340.737479727;6140741.83126688
Agencia de Quinielas 55/025;Ellauri, Jose L. 395;27118217;Horario de atención del local;Recarga;576776.377735972;6135179.45499783
Agencia de Quinielas 68/030;Soriano 1060;091211892 ;Horario de atención del local;Recarga;573711.246796593;6136856.51506384
Agencia de Quinielas 71/005;Smidel 2859;25075725 ;Horario de atención del local;Recarga;579177.202650935;6142217.8678878
Agencia de Quinielas 33/015;Larrobla, J. Fco. 934 Bis; 091806478;Horario de atención del local;Recarga;572666.88458211;6140850.57279905
Agencia de Quinielas 04/008;Saravia, Bvar. Aparicio 3832;094125334;Horario de atención del local;Recarga;576326.551843233;6144932.84045799
Agencia de Quinielas 42/005;Belloni, Av. Jose 5738;22274735;Horario de atención del local;Recarga;579037.190008378;6149238.52060626
Agencia de Quinielas 01/034;Av. 8 De Octubre 3121;096424981;Horario de atención del local;Recarga;577394.416004382;6139691.80058129
Agencia de Quinielas 07/006;Alvarez, Hermogenes 3374;22007792;Horario de atención del local;Recarga;575263.313028696;6141445.57106367
Agencia de Quinielas 28/044;Gronardo 3709;25112572;Horario de atención del local;Recarga;577861.396834155;6143742.56431431
Agencia de Quinielas 73/030;Timbues 3571;096767457;Horario de atención del local;Recarga;577798.577356919;6144625.5732901
Agencia de Quinielas 07/003;Fraternidad 4157;099511476;Horario de atención del local;Recarga;570963.666610287;6142085.09242162
Agencia de Quinielas 32/037;Guatemala 1232;099102602;Horario de atención del local;Recarga;573910.068008335;6138600.2297518
Agencia de Quinielas 79/049;Chamizo 4231;26142754;Horario de atención del local;Recarga;580267.355100829;6138911.11840771
Agencia De Quinielas 85/020;Saravia, Bvar. Aparicio 3568;093438273;Horario de atención del local;Recarga;577002.20243548;6145005.38042706
Agencia de Quinielas 90/012;De Mendoza, Av Pedro 4755;22271822;Horario de atención del local;Recarga;577203.631555344;6146328.11611645
Agencia de Quinielas 47/030;España, Bvar. 2823;097969081 ;Horario de atención del local;Recarga;577475.978149509;6136135.66946003
Agencia de Quinielas 04/033;Pasaje C 1740;23124648 ;Horario de atención del local;Recarga;566327.907918752;6146570.99659745
Agencia de Quinielas 62/005;Artigas, Bvar. ;22006733;Horario de atención del local;Recarga;576185.315873692;6139408.2638497
Agencia de Quinielas 88/024;Laguna, Julian 5001 Bis;23036856;Horario de atención del local;Recarga;569786.424990452;6143559.83453875
Agencia de Quinielas 54/009;Guemes 2908;095975019;Horario de atención del local;Recarga;579005.355431335;6142145.82041759
Agencia de Quinielas 28/019;Batlle Y Ordoñez, Br. Jose 3447;22164167;Horario de atención del local;Recarga;576260.532359174;6141559.76288073
Agencia de Quinielas 04/032;Batlle Berres, Av. Luis 5664 Bis;094695872;Horario de atención del local;Recarga;568477.040944112;6143835.76567857
Agencia de Quinielas 85/001;San Martin, Av. Gral. 3948;22156062;Horario de atención del local;Recarga;575677.987776824;6142900.66947843
Agencia de Quinielas 73/008;Mayo Gutierrez, Ruta Cesar 2416;23207621;Horario de atención del local;Recarga;570978.404931424;6149853.6383354
Agencia de Quinielas 65/031;Maldonado, Cno. 6677;25110483;Horario de atención del local;Recarga;581891.646811632;6145908.17059083
Agencia de Quinielas 30/005;Rodriguez Correa, Ing. Manuel 1577;22083769;Horario de atención del local;Recarga;574533.146347819;6142682.58597564
Agencia de Quinielas 85/022;Lavalleja, Manuel 4937;22153994;Horario de atención del local;Recarga;576469.735174272;6145029.35498174
Agencia de Quinielas 10/042;Av. 18 De Julio 1969;24014161;Horario de atención del local;Recarga;575531.132485774;6137645.29186487
Agencia de Quinielas 04/034;Molinos De Raffo 549;23094562;Horario de atención del local;Recarga;571927.597273421;6143560.36245449
Agencia de Quinielas 68/016;Florencia 3766;25140554;Horario de atención del local;Recarga;580682.377996928;6145705.72382673
Agencia de Quinielas 85/014;Rodriguez Correa, Ing. Manuel 1697;22034578;Horario de atención del local;Recarga;574840.928702699;6142600.22595263
Agencia de Quinielas 12/001;Colon 1409;094342670;Horario de atención del local;Recarga;572231.774364049;6136897.70892774
Agencia de Quinielas 30/016;Rodriguez, Guillermo 4752;22167574;Horario de atención del local;Recarga;576173.996491713;6144379.25122192
Agencia de Quinielas 90/000;De Herrera, Av. Dr. L. A. 1290;26281978;Horario de atención del local;Recarga;578890.313842677;6137294.53421782
Agencia de Quinielas 52/003;Raña, Emilio 2647;094782531;Horario de atención del local;Recarga;576658.902368061;6139823.9782712
Agencia de Quinielas 20/016;Rodriguez, Feliciano 3050;26286740;Horario de atención del local;Recarga;577600.812503357;6137798.87708967
Agencia de Quinielas 44/029;España, Bvar. 2512;27106126;Horario de atención del local;Recarga;576734.497734392;6136371.60949242
Agencia de Quinielas 04/023;Calle La Paloma;23148493;Horario de atención del local;Recarga;567532.909562127;6141178.66139609
Agencia de Quinielas 28/022;Petrone, Pedro 4875;22186834;Horario de atención del local;Recarga;576631.596642969;6145631.77083874
Agencia de Quinielas 63/040;Cassinoni, Mario. 1709;24017198;Horario de atención del local;Recarga;576169.695264718;6138256.19181561
Agencia de Quinielas 73/016;Constitucion 2504;22015753;Horario de atención del local;Recarga;575223.483241694;6139824.01810732
Agencia de Quinielas 30/020;Canope 3946;095800559;Horario de atención del local;Recarga;579298.608440676;6150260.25407475
Agencia de Quinielas 39/019;Conciliacion 3963;099520282;Horario de atención del local;Recarga;571166.342853647;6141721.7516472
Agencia de Quinielas 57/037;Batlle Berres, Av. Luis 9255;23134334;Horario de atención del local;Recarga;561327.969237865;6148007.22566455
Agencia de Quinielas 93/007;Gallinal, Gustavo 2336;25081823;Horario de atención del local;Recarga;576281.659582344;6140727.01856844
Agencia de Quinielas 48/007;Corrales, Cno. 3780;25146062;Horario de atención del local;Recarga;577262.990758488;6143614.87348882
Agencia de Quinielas 61/003;Isla De Flores 1500;24130315;Horario de atención del local;Recarga;574647.844753155;6136525.29538074
Agencia de Quinielas 75/016;Paz, La 2006;095023409;Horario de atención del local;Recarga;575277.307893055;6138434.37167044
Agencia de Quinielas 03/004;Guaycuru 2902;093641619;Horario de atención del local;Recarga;573925.200693222;6140712.07415048
Creditel - Mini Piedras Blancas;Teniente Galeano 4095 Esq. Belloni;25138867;Horario de atención del local;Recarga;578569.207219579;6145795.04619844
Agencia de Quinielas 42/047;Abeja, Cno. La 11;25151820;Horario de atención del local;Recarga;576002.44591011;6149059.96126729
Agencia de Quinielas 15/021;Laguna, Julian 4674;23074812;Horario de atención del local;Recarga;570320.53314113;6143212.06284809
Agencia de Quinielas 20/020;Maggiolo, Ing. Carlos Ma. 499;27107220;Horario de atención del local;Recarga;576403.864606016;6135551.00800107
Agencia de Quinielas 30/010;Vedia 995;23558408;Horario de atención del local;Recarga;571816.994742955;6144941.20507587
Agencia de Quinielas 18/032;Republica De Corea  Esq. Larrañaga, Av. Da;099626695;Horario de atención del local;Recarga;577447.537288965;6140893.90631947
Agencia de Quinielas 31/007;Senda 13 4926;22162905;Horario de atención del local;Recarga;575674.44418854;6144952.55134425
Agencia de Quinielas 12/007;Perez Castellano 1451;095600231;Horario de atención del local;Recarga;572110.119757155;6136937.5965708
Agencia de Quinielas 60/020;Vidal, Mateo 3233;24819201;Horario de atención del local;Recarga;577712.256359635;6139560.0130807
Agencia de Quinielas 05/044;Molinos De Raffo 669;095203944;Horario de atención del local;Recarga;572077.754376644;6143854.96373324
Agencia de Quinielas 17/046;Giralt, Pedro 4240;23595642;Horario de atención del local;Recarga;570119.464819401;6141500.58654809
Agencia de Quinielas 60/021;De Herrera, Av. Dr. L. A. 2840;097230679;Horario de atención del local;Recarga;577096.307108988;6140214.24356536
Agencia de Quinielas 26/011;Flores, Av. Gral. 0000;094707673;Horario de atención del local;Recarga;576875.36688039;6143227.74537915
Agencia de Quinielas 91/003;Roxlo, Carlos 1363;24090469;Horario de atención del local;Recarga;574780.181428917;6137235.12078325
Agencia de Quinielas 54/019;Abreu, Agustin 2354;099220782;Horario de atención del local;Recarga;577882.675560216;6139589.28584516
Agencia de Quinielas 35/016;Zum Felde, Alberto 2097;099185305;Horario de atención del local;Recarga;582140.926060546;6140100.50611017
Agencia de Quinielas 42/007;De La Aljaba, Av 5294;096435308;Horario de atención del local;Recarga;579529.515318018;6148058.78444748
Agencia de Quinielas 20/007;De Herrera, Av. Dr. L. A. 1429;26226391;Horario de atención del local;Recarga;578657.223701247;6137644.23484386
Agencia de Quinielas 33/017;Cuestas, Juan Lindolfo 1406;29169654;Horario de atención del local;Recarga;571884.587316618;6136757.04408473
Agencia de Quinielas 80/028;Polonia 3380;23113497;Horario de atención del local;Recarga;568127.474042617;6138744.3641005
Agencia de Quinielas 73/033;Melian Lafinur, Dr. Luis 1991;23030218;Horario de atención del local;Recarga;575492.479299742;6140603.24423976
Agencia de Quinielas 27/048;Cosio, Pedro 2421;25242875;Horario de atención del local;Recarga;581414.547531084;6140949.33511103
Agencia de Quinielas 29/018;Rodo, Jose Enrique 1914;099440027;Horario de atención del local;Recarga;575324.873511016;6137419.19169559
Agencia de Quinielas 16/007;Habana 3004;094937822;Horario de atención del local;Recarga;578762.034426976;6142181.40899912
Agencia de Quinielas 29/043;Euskal-Erria, Complejo  Esq. Berro, Dr. Ro;25223782;Horario de atención del local;Recarga;580641.96881479;6140252.24303911
Agencia de Quinielas 04/007;Moreno, Av. Alfredo 6545;23124294;Horario de atención del local;Recarga;566494.712462416;6144613.80993475
Agencia de Quinielas 46/019;Canelones 800;29007101;Horario de atención del local;Recarga;573171.305861204;6136709.57576962
Agencia de Quinielas 51/005;Cantu, Luis Pedro 3484;091222030;Horario de atención del local;Recarga;583605.935620455;6148964.82920972
Agencia de Quinielas 17/026;Edison, Cno.;093941805;Horario de atención del local;Recarga;570497.43074659;6147303.36498823
Agencia de Quinielas 39/033;Melilla, Cno. 6525;23233158;Horario de atención del local;Recarga;567898.799137204;6149244.44513408
Agencia de Quinielas 50/020;Inca 2150;094745418;Horario de atención del local;Recarga;575122.071036079;6138937.27369899
Agencia de Quinielas 79/011;Maldonado, Cno. 5575;095720586;Horario de atención del local;Recarga;579946.275004933;6143870.57195426
Agencia de Quinielas 13/018;Rivadavia 2002;091337878;Horario de atención del local;Recarga;575346.194532274;6139820.45819072
Agencia de Quinielas 25/019;Ramon, Dr. Gaston 2320;27076573;Horario de atención del local;Recarga;576478.258172429;6137740.12235817
Agencia de Quinielas 11/016;Libres 1765;22000168;Horario de atención del local;Recarga;574873.733112467;6139255.38940667
Agencia de Quinielas 26/045;Cont. Luis C. Caviglia;25117473;Horario de atención del local;Recarga;580613.760102693;6146233.35322444
Agencia de Quinielas 01/001;Calleros, Manuel 4912;25110473;Horario de atención del local;Recarga;579140.126203402;6142815.19668914
Agencia de Quinielas 45/037;Michelena, Bernabe 4650;098601442;Horario de atención del local;Recarga;576188.141258159;6144100.76199553
Agencia de Quinielas 88/005;Molinos De Raffo 549;23094562;Horario de atención del local;Recarga;571928.244198678;6143561.24460941
Agencia de Quinielas 45/049;24 De Abril 4657;25112539;Horario de atención del local;Recarga;577405.047889563;6143546.68809125
Agencia de Quinielas 74/012;Zudañez, Jaime 2894;27135983;Horario de atención del local;Recarga;577608.068015863;6135822.12460457
Agencia de Quinielas 08/014;Batlle Y Ordoñez, Br. Jose 4454;22111837;Horario de atención del local;Recarga;575027.351350099;6142736.22366967
Agencia de Quinielas 29/019;Artigas, Bvar. 1629;24012462;Horario de atención del local;Recarga;576303.509732416;6137932.00738221
Agencia de Quinielas 76/001;Cerro Largo 1416;097300606;Horario de atención del local;Recarga;574350.869230056;6137676.03227511
Agencia de Quinielas 69/037;Oviedo 4729;26191567;Horario de atención del local;Recarga;581569.891623533;6139128.29386118
Agencia de Quinielas 21/007;Obligado 880;094632252;Horario de atención del local;Recarga;576735.467232185;6136095.22218252
Agencia de Quinielas 11/019;Garay 4714;097229435;Horario de atención del local;Recarga;578087.437651701;6143283.26622802
Agencia de Quinielas 37/007;Pajas Blancas, Camino 7810;23140730;Horario de atención del local;Recarga;561719.66841675;6141828.86085493
Agencia de Quinielas 91/020;Buyo, Dr. Jose Maria 4084;095005408;Horario de atención del local;Recarga;578696.226003256;6146550.88761239
Agencia de Quinielas 58/011;Acevedo, Eduardo 1442;092213435;Horario de atención del local;Recarga;575317.138893634;6137389.75440157
Agencia de Quinielas 20/009;Ellauri, Jose L. 980;094019594;Horario de atención del local;Recarga;577330.221031807;6136346.62797848
Agencia de Quinielas 67/006;Veracierto 2750;25256132;Horario de atención del local;Recarga;580422.814113516;6141378.65634205
Agencia de Quinielas 80/001;Bastida, Pilar 4411;23133505;Horario de atención del local;Recarga;566486.125822144;6140494.95150987
Agencia de Quinielas 45/005;Londres 3648;22159907;Horario de atención del local;Recarga;576906.137652564;6142994.14212591
Agencia de Quinielas 68/032;Bogota 4216;23147892;Horario de atención del local;Recarga;568153.369134483;6140442.99105444
Agencia de Quinielas 68/034;Casavalle, Cno. 5384;095328011;Horario de atención del local;Recarga;571399.84819055;6147410.95196065
Agencia de Quinielas 26/043;Tapes 951;095893367;Horario de atención del local;Recarga;573293.197259545;6139974.31349613
Agencia de Quinielas 94/012;De Las Instrucciones, Av. 1629;094821031;Horario de atención del local;Recarga;574134.430289152;6145177.8441087
Agencia de Quinielas 42/018;Tangerinos, Cno. De Los 3918;22277601;Horario de atención del local;Recarga;579365.975590942;6149161.82234085
Agencia de Quinielas 83/006;Av. 8 De Octubre 2953;24801614;Horario de atención del local;Recarga;577087.642730305;6139402.37309145
