NOMBRE;DIRECCION;TELEFONOS;HORARIOS;TIPO_SERVICIO;X;Y
Agencia de Quinielas 33/050;Maldonado, Cno. 5575;25118017;Horario de atención del local;Recarga;579947.448235217;6143826.86463615
Agencia de Quinielas 45/022;Arena, Cno. Dr. Domingo 5283;22225317;Horario de atención del local;Recarga;575871.901571926;6146481.95950102
Agencia de Quinielas 05/045;Tampico 891;23095109;Horario de atención del local;Recarga;570397.499414442;6144019.84728144
Agencia de Quinielas 93/025;Yrigoyen, Hipolito 2393;099718088;Horario de atención del local;Recarga;580985.322619448;6140568.95817786
Agencia De Quinielas 29/000;Av. 18 De Julio 1841;24083387;Horario de atención del local;Recarga;575211.790785049;6137500.86164466
Agencia De Quinielas 15/012;Olivera, Leonardo 4111;091878704;Horario de atención del local;Recarga;569596.594517173;6140656.27208111
Agencia De Quinielas 57/023;Agraciada, Av. 2476;093997795;Horario de atención del local;Recarga;573905.591289745;6139256.71413079
Agencia de Quinielas 88/002;Burgues, Av. 2926;22031928;Horario de atención del local;Recarga;574430.800677158;6140786.83233261
Agencia De Quinielas 91/018;Canelones 1298;29009079;Horario de atención del local;Recarga;574197.876253594;6136792.8019955
Agencia De Quinielas 23/005;Arocena, Dr. Alfredo 2004;26001094;Horario de atención del local;Recarga;585744.633892228;6139792.63478042
Agencia De Quinielas 23/021;Bolivia, Av. 2203;091460923;Horario de atención del local;Recarga;583720.650789137;6139690.36626093
Agencia De Quinielas 39/012;Abreu, Agustin 2441;098890427;Horario de atención del local;Recarga;577770.862989071;6139745.8379929
Agencia De Quinielas 58/008;Italia, Av. 4474;26134345;Horario de atención del local;Recarga;581108.276972072;6139064.8533741
Agencia De Quinielas 58/037;Pitagoras ;25224938;Horario de atención del local;Recarga;582202.291097775;6140013.00375787
Agencia De Quinielas 60/010;De Herrera, Av. Dr. L. A. 2840;24874805;Horario de atención del local;Recarga;577079.212640144;6140246.43932163
Agencia de Quinielas 01/041;Cervantes Saavedra 4065;25062889;Horario de atención del local;Recarga;578368.699636178;6141918.27438438
Agencia de Quinielas 02/003;Av. 8 De Octubre 3919;25086820;Horario de atención del local;Recarga;578822.342023627;6140680.32738142
Agencia de Quinielas 02/006;Rivera, Av. Gral. 3525;26228686;Horario de atención del local;Recarga;578739.427710972;6137598.16674453
Agencia de Quinielas 04/010;Agraciada, Av. 3655;23083932;Horario de atención del local;Recarga;572209.466511231;6141598.91368109
Agencia de Quinielas 04/016;Av. 8 De Octubre 3621;25081914;Horario de atención del local;Recarga;578262.303457756;6140293.52032701
Agencia de Quinielas 05/030;Sanguinetti, Camino 4277;23120037;Horario de atención del local;Recarga;558765.913826792;6145439.12909371
Agencia de Quinielas 09/026;Leopardi 1651;26141725;Horario de atención del local;Recarga;579852.490710249;6138369.41694729
Agencia de Quinielas 13/003;Garcia, Martin 1466;29242774;Horario de atención del local;Recarga;574334.143701926;6139227.84657031
Agencia de Quinielas 13/011;Libres 1440;22045199;Horario de atención del local;Recarga;574342.102465435;6139555.17441319
Agencia de Quinielas 14/007;Zum Felde, Alberto 2225;25224450;Horario de atención del local;Recarga;581988.563183873;6140334.99947685
Agencia de Quinielas 14/014;7 De Setiembre 278;22202347;Horario de atención del local;Recarga;581040.167730068;6148152.81952226
Agencia de Quinielas 14/048;Ruta 8 J.A.Lavalleja  Esq. Pasaje Los Sauc;22278361;Horario de atención del local;Recarga;587176.599268825;6151403.98126759
Agencia de Quinielas 17/013;Capricornio 3303;25142168;Horario de atención del local;Recarga;582079.902107478;6145616.13446217
Agencia de Quinielas 17/032;Edison, Cno. 4198;23559472;Horario de atención del local;Recarga;574045.785677557;6144698.01189224
Agencia de Quinielas 17/048;Saravia, Bvar. Aparicio 3827;22167348;Horario de atención del local;Recarga;575949.552511729;6144825.39822835
Agencia de Quinielas 18/022;Capdehourat, Dr. Pedro 2493;25066341;Horario de atención del local;Recarga;579905.110401836;6141697.94024841
Agencia de Quinielas 18/025;Manila 2411;25069872;Horario de atención del local;Recarga;579964.005899627;6140475.89907445
Agencia de Quinielas 20/002;Muñoz, Daniel 1902;98652808;Horario de atención del local;Recarga;575233.02975736;6138105.90020439
Agencia de Quinielas 20/010;Julio Cesar 1428;26226650;Horario de atención del local;Recarga;578393.429860842;6137558.66087309
Agencia de Quinielas 20/025;Santos, Juan Fco. 4915;25129485;Horario de atención del local;Recarga;577975.550280577;6143855.38327795
Agencia de Quinielas 20/027;Pereira De La Luz, Basilio 1433;26229672;Horario de atención del local;Recarga;578363.027237513;6137444.13274249
Agencia de Quinielas 20/030;Asamblea 4384;094845775;Horario de atención del local;Recarga;580497.682085788;6138395.70533612
Agencia de Quinielas 20/039;Gomez, Tiburcio 1399 Bis;26220405;Horario de atención del local;Recarga;578983.387589687;6137650.74090325
Chicago Bulls;Julio Cesar 1394;091326227;Horario de atención del local;Recarga;578495.137818228;6137442.88918309
Agencia de Quinielas 20/042;De Herrera, Av. Dr. L. A. 1501;26232436;Horario de atención del local;Recarga;578514.504158995;6137846.9786086
Agencia de Quinielas 20/047;Verdi 4354;26195075;Horario de atención del local;Recarga;580536.547239895;6138191.29368571
Agencia de Quinielas 23/046;Peatonal, Pasaje 5381;25225173;Horario de atención del local;Recarga;582353.953899979;6140860.41725711
Agencia de Quinielas 24/017;Talcahuano 3201;24804912;Horario de atención del local;Recarga;577832.940777;6138308.40651879
Agencia de Quinielas 26/036;Faramiñan 628;23061606;Horario de atención del local;Recarga;569569.922030904;6144029.60262541
Agencia de Quinielas 28/006;Gallinal, Gustavo 1711;22096419;Horario de atención del local;Recarga;575002.408266633;6140683.6849265
Agencia de Quinielas 28/023;Rocha 2642;22009606;Horario de atención del local;Recarga;574685.602796306;6140099.91806177
Agencia de Quinielas 29/015;Batlle Y Ordoñez, Br. Jose 1556;26135125;Horario de atención del local;Recarga;579811.819505022;6138200.97101111
Agencia de Quinielas 30/014;Bolivia, Av. 1413;26015526;Horario de atención del local;Recarga;585303.46312829;6138409.84031641
Agencia de Quinielas 31/050;Sastre, Marcos 2496 Bis;25082312;Horario de atención del local;Recarga;580056.037710287;6141886.71662345
Agencia de Quinielas 35/007;Del Oriente, Cno. ;22279814;Horario de atención del local;Recarga;588155.400184556;6151287.50808502
Agencia de Quinielas 35/012;Zum Felde, Alberto 2248;25248218;Horario de atención del local;Recarga;581926.065824418;6140470.08970027
Agencia de Quinielas 36/029;Ounanian, Nerses 984;22099354;Horario de atención del local;Recarga;573319.333317347;6140099.53767099
Agencia de Quinielas 37/013;Rivas, Av. Santiago 1574;26232874 095297846;Horario de atención del local;Recarga;579347.580682576;6138070.14552618
Agencia de Quinielas 38/004;Fernandez Rios, Ovidio 3638;25145651;Horario de atención del local;Recarga;581248.060432966;6146040.99178406
Agencia de Quinielas 40/001;Escardo Y Anaya Dr. Victor 5622;094830294;Horario de atención del local;Recarga;574916.601341349;6145484.23904025
Agencia de Quinielas 40/002;Veracierto ;095927789;Horario de atención del local;Recarga;580105.188400028;6141987.76661128
Agencia de Quinielas 28/019;Batlle Y Ordoñez, Br. Jose 3447;22164167;Horario de atención del local;Recarga;576260.623763328;6141559.76211979
Agencia de Quinielas 28/034;Marquez, Ramon 2950;22095874;Horario de atención del local;Recarga;574522.755260003;6140821.01963713
Agencia de Quinielas 29/007;Narvaja, Tristan 1519;24088035;Horario de atención del local;Recarga;575129.469921686;6137523.49745216
Agencia de Quinielas 29/012;Turin 3533;095315580;Horario de atención del local;Recarga;580416.464492683;6144895.89254687
Agencia de Quinielas 29/039;Jackson, Juan D. 1344;099361380;Horario de atención del local;Recarga;575531.968761046;6137215.41330416
El Tajamar;De Mendoza, Av Pedro 7463;22220477;Horario de atención del local;Recarga;576373.0302745;6153208.35500151
Agencia de Quinielas 30/046;Belloni, Av. Jose 6690;22200737 ;Horario de atención del local;Recarga;578936.282487277;6151411.46098451
Agencia de Quinielas 31/002;Arrieta Francisco 3288;094081519;Horario de atención del local;Recarga;576873.642564985;6141028.39035505
Agencia de Quinielas 31/011;Zubiria, Alberto 900;23595688;Horario de atención del local;Recarga;573458.297923486;6143502.309174
Agencia de Quinielas 33/030;Artigas, Bvar. 3901;22041305 ;Horario de atención del local;Recarga;574136.698835512;6140914.76235312
Agencia de Quinielas 35/035;Claramunt, Tomas 3669;25063019;Horario de atención del local;Recarga;577608.15747535;6141317.31671822
Agencia de Quinielas 36/028;Santa Ana 4108;22113948 ;Horario de atención del local;Recarga;574999.878321916;6143222.10115561
Agencia de Quinielas 37/014;Gardel, Carlos 1219;29006397;Horario de atención del local;Recarga;574084.165301119;6136492.6148427
Agencia de Quinielas 37/019;Chana 2220;24019474 ;Horario de atención del local;Recarga;575980.437068369;6137275.13741959
Agencia de Quinielas 37/037;Leal De Ibarra Antonio Cno.Cap 5589 Bis;23121827;Horario de atención del local;Recarga;560619.806939079;6141340.3654645
Agencia de Quinielas 37/046;Irureta Goyena, Dr. Jose 3409;25071103 ;Horario de atención del local;Recarga;577843.609875896;6142186.81804644
Agencia de Quinielas 38/012;Rincon 474;29168636;Horario de atención del local;Recarga;572563.980190457;6136991.23408106
Agencia de Quinielas 38/020;Misiones 1550;099086232;Horario de atención del local;Recarga;572418.417069948;6137242.47881546
Agencia de Quinielas 39/022;Piedras 525;29155379;Horario de atención del local;Recarga;572550.272940321;6137324.94552006
Agencia de Quinielas 39/024;Rincon 608;29156849;Horario de atención del local;Recarga;572807.652165438;6137083.67799856
Agencia de Quinielas 43/042;Cibils, Cno. 4617;23153418;Horario de atención del local;Recarga;566924.590329985;6141212.51575716
Agencia de Quinielas 44/030;Obligado 944;099657145;Horario de atención del local;Recarga;576726.422372658;6136182.24884594
Agencia de Quinielas 44/033;España, Bvar. 2592;098626947;Horario de atención del local;Recarga;576885.02312218;6136313.22825065
Agencia de Quinielas 45/023;Belloni, Av. Jose 6295;22223021;Horario de atención del local;Recarga;579058.355644271;6150603.02457992
Agencia de Quinielas 45/041;Antillas 5403;22275606;Horario de atención del local;Recarga;575199.555045531;6146020.9195405
Agencia de Quinielas 45/046;San Petersburgo 4296;094961439;Horario de atención del local;Recarga;576887.90235292;6142956.47635619
Agencia de Quinielas 46/005;Berges, Cno. Benito 1196;22270240;Horario de atención del local;Recarga;579610.305394331;6149717.45019982
Agencia de Quinielas 46/008;Mio-Mio 3908;22222211 ;Horario de atención del local;Recarga;579312.614978795;6151586.33424115
Agencia de Quinielas 46/012;Perez, Leon 3670;22152319;Horario de atención del local;Recarga;575852.971030863;6142878.37267375
Agencia de Quinielas 48/004;Duhalde, Bernardino 4871;091970276;Horario de atención del local;Recarga;578404.126975426;6143398.67751167
Kiosco El Uno;Batlle Y Ordoñez, Br. Jose 3763;24876017;Horario de atención del local;Recarga;576293.396962145;6141477.75183408
Agencia de Quinielas 49/001;Mercedes 1828;093997299;Horario de atención del local;Recarga;575125.992161437;6137678.57238842
Agencia de Quinielas 49/021;Acevedo Diaz 1050;24025349;Horario de atención del local;Recarga;576218.562274716;6136707.53432164
Agencia de Quinielas 49/024;Ortiz, Juan 3288;24811851;Horario de atención del local;Recarga;578165.328701657;6139222.99257479
Agencia de Quinielas 50/008;Serrato, Ing. Jose 3560;22168752;Horario de atención del local;Recarga;577066.956775887;6142613.93777095
Agencia de Quinielas 50/039;Pla, Francisco 3447 Bis;094825362;Horario de atención del local;Recarga;576351.715220428;6142925.69114442
Agencia de Quinielas 51/036;Chimborazo 3759;22113400;Horario de atención del local;Recarga;575853.858185057;6143482.68741904
Agencia de Quinielas 52/009;Valladolid  Esq. Saladero Fariña;091076876;Horario de atención del local;Recarga;576481.858764616;6141441.91039588
Agencia de Quinielas 52/027;Agaces 3615;25091322;Horario de atención del local;Recarga;577710.421489984;6141066.91108539
Agencia de Quinielas 53/019;Pagola, Gral. 2386;24814604 ;Horario de atención del local;Recarga;576300.624610675;6138868.18961012
Agencia de Quinielas 55/029;Calle A 6043;23238614 ;Horario de atención del local;Recarga;570866.653827617;6150370.30868673
Agencia de Quinielas 55/047;Garzon, Av. Gral. Eugenio 176;23096111;Horario de atención del local;Recarga;570955.414067578;6143191.64330493
Agencia de Quinielas 04/004;Boiso Lanza, Cno. Cap. J. 4030;093548144;Horario de atención del local;Recarga;578988.173613955;6147879.79889089
Agencia de Quinielas 07/001;Arredondo, Horacio 4684;22222581 ;Horario de atención del local;Recarga;577312.456117623;6147130.15192213
Autoservice Mis Hijos;De La Española, Paso. 5627;22222981;Horario de atención del local;Recarga;580123.740603158;6148697.53545546
Salon El Triunfo;Mas De Ayala, Dr. Isidro 5351;22169597;Horario de atención del local;Recarga;575656.171323927;6145209.4466221
Agencia de Quinielas 17/007;Av. 18 De Julio ;094443140;Horario de atención del local;Recarga;573910.80425191;6137107.88021043
Agencia de Quinielas 17/009;Batlle Y Ordoñez, Br. Jose 4753;23560133;Horario de atención del local;Recarga;573578.423238358;6144138.71297493
Agencia de Quinielas 18/011;Batlle Y Ordoñez, Br. Jose 2901;24816037;Horario de atención del local;Recarga;577769.566236665;6140077.34787278
Agencia de Quinielas 23/030;Schroeder, Dr. Alejandro 6454;26005710;Horario de atención del local;Recarga;586109.048342535;6139026.93610861
Agencia de Quinielas 28/038;Boiso Lanza, Cno. Cap. J. 3845;22275520;Horario de atención del local;Recarga;579546.30585257;6147969.58187237
Agencia de Quinielas 30/001;Millan, Av. 2851;22011572;Horario de atención del local;Recarga;574135.660400417;6140628.41400018
Agencia de Quinielas 30/002;Belloni, Av. Jose 8170;099701105;Horario de atención del local;Recarga;578280.685338858;6155053.83911719
Agencia de Quinielas 31/018;Guevara, Trinidad 4518;095575310;Horario de atención del local;Recarga;578298.708907704;6146676.28416303
Agencia de Quinielas 35/027;Antillas 5236;22274629;Horario de atención del local;Recarga;575870.884207632;6146181.97093104
Agencia de Quinielas 39/004;Gomez, Maximo 1388;23377152 ;Horario de atención del local;Recarga;574342.719304509;6143111.22691144
Agencia de Quinielas 42/012;Arena, Cno. Dr. Domingo 4259 Bis;22271992;Horario de atención del local;Recarga;578354.531501071;6146851.25987674
Agencia de Quinielas 42/023;Proyectada 17 Metros 4409;22223340;Horario de atención del local;Recarga;579399.722616533;6146558.80121339
Agencia de Quinielas 42/032;Arena, Cno. Dr. Domingo 4196;099496103   ;Horario de atención del local;Recarga;578501.56064591;6146899.46708623
Agencia de Quinielas 42/038;Argos 5383;097501040;Horario de atención del local;Recarga;580200.243125784;6148899.15934192
Agencia de Quinielas 45/029;Belloni, Av. Jose 4917;22274126;Horario de atención del local;Recarga;578755.854150886;6147221.79743968
Agencia de Quinielas 47/014;26 De Marzo 3289;26287226;Horario de atención del local;Recarga;578336.758219019;6136958.69637167
Agencia de Quinielas 51/016;Cruz, Osvaldo 4953;25146388 095030978            ;Horario de atención del local;Recarga;578969.707917394;6143154.26508153
